OrderDetailID,OrderID,ProductID,Quantity,TotalAmount
486,1775,216,2,6940.64
487,249,8,6,16253.82
488,332,162,10,45008.0
489,631,453,7,18304.16
490,1461,43,6,11051.58
491,2132,329,1,418.03
492,1081,429,2,9161.54
493,2448,430,10,19500.9
494,2084,195,6,8026.38
495,372,365,5,24747.25
496,444,181,7,20546.54
497,2095,326,3,6052.56
498,31,104,4,15813.68
499,2926,231,6,6108.12
500,832,32,3,4078.05
501,1071,11,2,2363.96
502,1643,364,2,216.08
503,1546,131,6,27987.72
504,1454,478,3,9797.28
505,2026,415,9,4517.46
506,1744,287,1,790.82
507,1980,35,6,28810.5
508,915,449,3,4725.66
509,2434,396,5,3810.95
510,34,41,7,19999.07
511,2536,302,9,28309.5
512,746,29,2,4914.66
513,2103,224,5,3738.4
514,1018,479,7,3182.06
515,1505,81,10,30467.7
516,74,491,10,1915.2
517,1583,189,4,7990.52
518,2196,251,10,32740.8
519,533,259,8,21475.84
520,1991,250,1,1524.93
521,1807,65,4,4869.64
522,2943,141,7,11921.28
523,823,277,2,6044.96
524,1112,482,8,12586.48
525,1758,43,4,7367.72
526,528,130,5,19194.15
527,845,295,4,5118.24
528,2483,492,6,12868.02
529,2524,359,6,23860.68
530,2295,486,8,36858.16
531,93,261,1,3817.41
532,1529,131,2,9329.24
533,2143,223,1,3196.11
534,2079,406,8,32863.04
535,1813,358,9,32667.12
536,19,238,10,25465.3
537,453,426,7,19172.86
538,664,424,6,21739.74
539,1271,371,2,4179.86
540,2618,156,8,34432.48
541,2552,493,1,2098.57
542,1037,127,4,4216.28
543,2260,260,5,23852.45
544,2054,222,6,4224.9
545,864,446,4,19488.6
546,2039,92,7,4337.97
547,2966,390,10,26002.8
548,733,133,9,21048.75
549,1873,380,4,10977.04
550,1306,414,10,17238.8
551,1786,483,5,24943.6
552,2918,478,5,16328.8
553,2755,335,2,4897.38
554,2051,492,3,6434.01
555,2294,411,10,39726.2
556,2241,122,8,12738.4
557,2103,46,9,27780.39
558,42,310,8,3660.48
559,1459,284,3,9516.12
560,1174,410,5,21833.9
561,903,209,9,22143.96
562,765,323,6,8140.14
563,2943,223,5,15980.55
564,1921,342,5,13422.3
565,1458,13,3,3094.35
566,188,343,4,17143.56
567,537,487,9,22906.17
568,1238,305,3,3188.67
569,1967,183,8,26609.52
570,1666,74,6,26323.08
571,649,394,7,545.58
572,369,34,8,20312.08
573,2529,399,4,19899.72
574,1988,285,8,30417.36
575,2996,195,1,1337.73
576,5,420,2,9443.1
577,2021,210,3,3239.88
578,485,237,5,17861.1
579,2424,19,5,2221.4
580,1803,143,1,711.47
581,346,221,7,6485.22
582,511,271,8,19904.4
583,1720,47,10,49830.0
584,2914,374,4,6763.48
585,264,231,1,1018.02
586,2214,427,2,3659.36
587,39,192,10,5158.3
588,2897,239,10,43961.2
589,2142,165,3,1529.34
590,745,305,2,2125.78
591,2917,321,8,15510.72
592,1952,39,6,7782.12
593,2029,207,4,3494.56
594,2470,431,9,3291.39
595,499,498,9,39408.84
596,2869,84,8,33891.76
597,276,459,4,15611.28
598,758,173,4,19848.68
599,2140,134,6,11977.32
600,723,134,7,13973.54
601,1911,249,7,30259.88
602,1250,14,8,17479.12
603,701,343,2,8571.78
604,2140,21,6,17294.46
605,1898,377,5,5706.75
606,1289,369,2,8675.74
607,1140,381,8,16335.92
608,465,363,4,616.24
609,779,88,4,19676.16
610,483,319,8,38603.84
611,2909,446,9,43849.35
612,380,146,10,36738.6
613,2620,273,9,19770.66
614,2878,480,6,1858.92
615,1444,1,10,45636.6
616,2735,120,10,13410.9
617,2828,269,8,3201.52
618,1052,500,5,12447.2
619,1427,293,6,7400.16
620,1734,114,4,17987.76
621,1619,353,10,5693.5
622,1393,480,2,619.64
623,969,142,1,2419.25
624,2211,303,10,34714.0
625,2750,115,5,11190.15
626,513,31,3,2328.27
627,2701,383,4,8111.16
628,1234,157,3,1865.52
629,2296,420,8,37772.4
630,1361,256,9,43945.65
631,657,444,10,3945.3
632,1069,34,1,2539.01
633,2576,126,8,14554.0
634,786,494,2,1763.8
635,20,48,4,9744.0
636,2527,1,1,4563.66
637,2407,198,4,1318.6
638,98,331,9,35277.66
639,2943,42,3,516.06
640,2902,10,9,30592.53
641,2551,197,1,3965.46
642,2171,312,9,18776.7
643,1475,448,5,6208.7
644,426,275,4,6650.88
645,2580,254,9,23359.68
646,158,377,1,1141.35
647,2867,5,9,14935.05
648,425,27,1,4373.56
649,2326,294,7,3660.58
650,2380,3,7,19054.28
651,2519,12,3,4224.84
652,1106,135,10,41288.5
653,141,286,7,29928.92
654,917,20,1,3850.59
655,1843,62,1,2299.23
656,276,85,9,40764.24
657,243,357,7,5847.73
658,2526,253,10,39550.4
659,2057,368,9,1498.5
660,1094,178,6,25157.76
661,2504,427,4,7318.72
662,2127,225,6,6540.54
663,2553,460,7,23469.32
664,1660,407,6,3384.9
665,1512,104,2,7906.84
666,769,123,4,13766.2
667,1751,290,10,34889.0
668,2761,74,4,17548.72
669,1746,496,9,18862.11
670,2861,172,8,33371.44
671,1788,388,2,5123.58
672,1554,236,2,6055.26
673,2493,410,7,30567.46
674,553,48,5,12180.0
675,270,119,1,2870.97
676,1583,354,5,5045.2
677,2328,494,9,7937.1
678,1101,425,6,18931.8
679,2089,99,4,11624.88
680,1817,427,5,9148.4
681,2315,240,5,2193.5
682,666,289,9,33551.46
683,359,492,5,10723.35
684,1655,374,8,13526.96
685,1676,18,8,591.2
686,2316,38,10,19858.7
687,2124,486,1,4607.27
688,2396,436,5,3160.7
689,68,82,4,15275.88
690,2774,446,5,24360.75
691,998,467,9,3951.0
692,2878,306,1,4293.1
693,2532,137,9,18439.2
694,68,192,7,3610.81
695,1417,363,4,616.24
696,1224,231,6,6108.12
697,649,132,9,8411.85
698,911,160,1,722.84
699,1437,75,2,961.04
700,145,332,2,1438.78
701,2874,408,8,31657.2
702,1874,296,8,34944.96
703,132,176,3,1599.48
704,1186,326,2,4035.04
705,80,358,4,14518.72
706,1639,327,5,14183.4
707,2831,37,2,4196.82
708,1476,163,3,12949.68
709,2004,377,8,9130.8
710,1603,34,7,17773.07
711,1120,82,5,19094.85
712,1666,57,3,7156.47
713,2534,104,6,23720.52
714,800,199,7,9596.51
715,2709,230,9,12637.17
716,2507,71,8,35127.12
717,1640,276,8,6368.72
718,2775,316,8,37561.92
719,739,55,1,1724.13
720,1704,466,7,30196.67
721,386,250,1,1524.93
722,394,15,3,13029.21
723,125,455,2,6685.8
724,1302,123,1,3441.55
725,1469,177,9,1976.58
726,1870,282,8,13892.32
727,1783,232,4,15958.96
728,2779,109,7,26278.0
729,1303,26,2,2667.32
730,114,83,10,9145.3
731,1461,412,8,10614.88
732,233,142,2,4838.5
733,2921,385,4,14651.48
734,2395,147,10,5663.6
735,680,302,2,6291.0
736,972,278,7,28711.62
737,1188,482,6,9439.86
738,2531,446,10,48721.5
739,292,176,8,4265.28
740,1535,282,3,5209.62
741,2000,327,1,2836.68
742,1878,498,2,8757.52
743,708,171,9,18439.92
744,1625,88,2,9838.08
745,2717,334,5,1756.85
746,304,282,6,10419.24
747,2354,434,1,4610.55
748,2367,217,10,22693.4
749,1837,162,8,36006.4
750,2142,293,4,4933.44
751,1331,11,4,4727.92
752,2255,129,2,949.02
753,30,309,6,17570.34
754,1644,17,10,5264.6
755,2836,96,5,2976.45
756,365,106,1,2959.21
757,2491,17,2,1052.92
758,1300,242,2,4615.44
759,1712,358,8,29037.44
760,2973,32,4,5437.4
761,2795,387,2,4188.46
762,1731,362,4,7750.0
763,2781,265,10,44708.8
764,2908,100,9,38454.12
765,150,381,8,16335.92
766,1909,199,3,4112.79
767,247,15,1,4343.07
768,2376,88,4,19676.16
769,2185,330,4,15485.64
770,752,173,2,9924.34
771,2526,241,2,7881.98
772,1149,284,6,19032.24
773,790,447,3,677.85
774,2012,185,4,18561.32
775,147,322,4,11412.0
776,539,419,6,1512.18
777,1637,257,5,4099.85
778,2237,80,4,16232.04
779,420,320,9,33557.76
780,498,151,7,23488.15
781,1465,53,10,26884.7
782,1911,165,9,4588.02
783,617,173,7,34735.19
784,531,180,6,26058.84
785,116,314,9,41392.8
786,1833,238,10,25465.3
787,1313,431,4,1462.84
788,1295,344,4,17479.32
789,2607,237,2,7144.44
790,2342,56,2,6311.78
791,2314,158,9,34861.86
792,2074,293,3,3700.08
793,1439,412,2,2653.72
794,2531,357,7,5847.73
795,1970,380,2,5488.52
796,408,416,6,25707.66
797,2251,177,5,1098.1
798,1948,100,4,17090.72
799,1396,171,6,12293.28
800,2272,388,4,10247.16
801,592,427,10,18296.8
802,2504,397,3,3921.12
803,2342,325,4,16981.8
804,2323,269,3,1200.57
805,817,213,8,35740.4
806,1090,225,6,6540.54
807,2059,218,9,22112.01
808,2533,59,4,4526.36
809,2474,212,10,22503.5
810,1329,323,2,2713.38
811,2146,171,7,14342.16
812,322,261,7,26721.87
813,832,344,8,34958.64
814,1389,264,5,21426.05
815,534,223,6,19176.66
816,703,202,4,18898.72
817,67,45,3,10214.13
818,329,417,1,2614.75
819,992,292,5,10449.05
820,2696,150,6,6350.76
821,825,440,4,12457.8
822,2853,344,5,21849.15
823,2521,310,5,2287.8
824,309,266,6,23422.62
825,510,353,8,4554.8
826,2601,55,7,12068.91
827,2028,52,4,13808.2
828,1618,330,8,30971.28
829,2265,41,2,5714.02
830,2921,120,5,6705.45
831,1798,31,10,7760.9
832,1085,298,5,4546.7
833,1660,262,10,7892.0
834,2231,472,9,13857.03
835,1694,180,4,17372.56
836,2831,214,4,3525.2
837,2240,367,6,25741.2
838,1937,336,8,10678.08
839,2614,289,8,29823.52
840,450,189,2,3995.26
841,697,425,1,3155.3
842,2186,205,10,9969.4
843,217,14,1,2184.89
844,643,122,2,3184.6
845,2088,367,9,38611.8
846,717,74,6,26323.08
847,797,121,10,535.0
848,1916,70,6,15698.34
849,667,136,6,10950.84
850,1629,117,10,10066.3
851,2020,264,8,34281.68
852,607,65,9,10956.69
853,768,408,4,15828.6
854,2150,214,4,3525.2
855,2469,407,5,2820.75
856,1855,417,3,7844.25
857,2836,276,8,6368.72
858,428,137,2,4097.6
859,2621,343,9,38573.01
860,1602,325,1,4245.45
861,2630,371,9,18809.37
862,1966,203,2,6293.3
863,1685,358,4,14518.72
864,1611,75,2,961.04
865,1614,447,3,677.85
866,5,51,7,3109.47
867,1728,182,10,11376.1
868,2302,409,7,3171.21
869,1917,333,10,21722.9
870,2881,271,9,22392.45
871,1802,416,4,17138.44
872,714,99,3,8718.66
873,2063,69,10,7487.5
874,1533,208,1,4104.93
875,117,133,4,9355.0
876,2462,251,6,19644.48
877,2763,399,3,14924.79
878,1650,13,3,3094.35
879,2394,124,7,29460.76
880,288,100,3,12818.04
881,745,27,2,8747.12
882,990,20,8,30804.72
883,1083,445,1,1962.01
884,1109,348,3,4794.24
885,2512,319,9,43429.32
886,444,23,1,1085.53
887,1937,33,10,33581.4
888,688,433,3,5581.74
889,1789,103,5,4638.8
890,2931,15,8,34744.56
891,1952,426,9,24650.82
892,1686,173,9,44659.53
893,2019,4,4,16684.36
894,2776,487,6,15270.78
895,1031,317,6,15570.42
896,346,111,4,6403.84
897,2648,453,9,23533.92
898,2756,79,6,4762.8
899,2078,434,7,32273.85
900,316,7,7,5398.33
901,1486,94,8,26051.36
902,1387,244,9,3349.35
903,2850,123,3,10324.65
904,467,363,5,770.3
905,1707,154,7,31778.25
906,674,200,10,33594.9
907,2381,233,7,31365.11
908,792,2,2,5551.04
909,2085,104,5,19767.1
910,2837,96,2,1190.58
911,2888,415,2,1003.88
912,2750,195,5,6688.65
913,1710,422,7,30827.16
914,1230,213,5,22337.75
915,1639,110,9,36464.85
916,300,223,5,15980.55
917,1876,375,5,11142.75
918,2465,438,8,2550.32
919,2027,145,8,18059.92
920,2401,254,8,20764.16
921,2549,140,6,8497.56
922,285,47,2,9966.0
923,2121,141,9,15327.36
924,1570,40,3,4614.84
925,2551,220,3,7934.16
926,692,186,5,2857.35
927,1469,332,3,2158.17
928,2698,247,10,35030.1
929,164,429,6,27484.62
930,2013,480,4,1239.28
931,1493,80,2,8116.02
932,2285,110,8,32413.2
933,2126,60,7,4533.06
934,979,342,9,24160.14
935,2765,75,6,2883.12
936,2188,201,8,12242.56
937,2878,149,10,39256.5
938,2896,208,6,24629.58
939,2248,359,5,19883.9
940,1687,239,9,39565.08
941,1932,183,5,16630.95
942,1902,462,8,7243.76
943,71,111,3,4802.88
944,1997,175,8,34727.36
945,412,83,8,7316.24
946,1658,472,5,7698.35
947,2724,362,7,13562.5
948,2341,35,5,24008.75
949,1886,317,5,12975.35
950,2262,144,10,17609.8
951,1307,256,9,43945.65
952,1271,395,6,23379.24
953,1775,131,9,41981.58
954,2793,282,9,15628.86
955,511,11,2,2363.96
956,1060,66,1,1969.07
957,522,483,6,29932.32
958,355,297,1,2175.74
959,2254,35,5,24008.75
960,1601,148,3,10136.64
961,855,491,2,383.04
962,932,469,10,14533.3
963,623,284,4,12688.16
964,2085,196,8,32553.6
965,2044,54,2,4515.18
966,176,445,4,7848.04
967,2789,460,7,23469.32
968,46,213,8,35740.4
969,1414,308,6,22342.68
970,2906,357,4,3341.56
971,1049,328,8,8081.2
972,1293,269,3,1200.57
973,2411,237,5,17861.1
974,843,326,2,4035.04
975,2849,214,10,8813.0
976,203,79,6,4762.8
977,758,113,10,37384.1
978,246,419,9,2268.27
979,958,50,9,23292.0
980,1851,306,6,25758.6
981,2129,32,10,13593.5
982,1723,253,4,15820.16
983,2764,498,1,4378.76
984,8,361,2,2950.42
985,2915,212,7,15752.45
986,1916,165,2,1019.56
987,2868,412,3,3980.58
988,2287,64,8,36263.92
989,11,382,2,4472.54
990,2605,62,3,6897.69
991,346,311,10,6923.9
992,2260,285,1,3802.17
993,2062,101,10,33296.8
994,538,454,8,11962.96
995,689,62,6,13795.38
996,684,304,7,917.14
997,2617,322,6,17118.0
998,164,316,5,23476.2
999,1466,355,1,4836.56
1000,1111,385,4,14651.48
1001,612,406,10,41078.8
1002,297,481,2,1768.3
1003,131,221,1,926.46
1004,982,358,1,3629.68
1005,699,265,7,31296.16
1006,1032,90,5,688.5
1007,447,255,1,3156.28
1008,845,280,10,33247.3
1009,1162,105,8,5659.92
1010,2209,350,9,42951.6
1011,2523,447,1,225.95
1012,333,370,10,4283.8
1013,2555,98,8,30539.68
1014,2249,143,5,3557.35
1015,2992,460,7,23469.32
1016,62,144,8,14087.84
1017,2458,498,4,17515.04
1018,619,413,5,10437.7
1019,993,415,5,2509.7
1020,565,35,7,33612.25
1021,1493,414,5,8619.4
1022,470,191,9,28063.44
